kepoi_name,kepler_name,change,koi_period,koi_prad,koi_insol,koi_steff,koi_tce_delivname,p_planet_2020
K00753.01,,FALSE POSITIVE → CANDIDATE,19.89913995,14.6,39.3,5853.0,q1_q17_dr25_tce,0.6559449169698508
K00760.01,Kepler-1976 b,CANDIDATE → CONFIRMED,4.959319244,12.21,349.4,5712.0,q1_q17_dr25_tce,0.859931742684839
K00799.01,,CANDIDATE → FALSE POSITIVE,1.626630225,32.43,1355.88,5735.0,q1_q17_dr25_tce,0.09118616586290136
K00804.01,Kepler-1727 b,CANDIDATE → CONFIRMED,9.02930689,2.57,77.75,5349.0,q1_q17_dr25_tce,0.9844249927978579
K00810.01,Kepler-1728 b,CANDIDATE → CONFIRMED,4.783002698,2.5,145.48,5170.0,q1_q17_dr25_tce,0.9811660201483096
K00820.01,,FALSE POSITIVE → CANDIDATE,4.64090031,30.09,421.08,6463.0,q1_q17_dr25_tce,0.006565923473546436
K00841.03,Kepler-27 d,CANDIDATE → CONFIRMED,6.54626149,2.19,101.78,5251.0,q1_q17_dr25_tce,0.9743775191365027
K00858.01,,FALSE POSITIVE → CANDIDATE,13.61014819,19.02,68.29,5697.0,q1_q17_dr25_tce,0.16855858794693604
K00871.01,,FALSE POSITIVE → CANDIDATE,12.940668656,22.94,64.64,5875.0,q1_q17_dr25_tce,0.07980666691815987
K00120.01,,CANDIDATE → FALSE POSITIVE,20.5452375,2.41,71.57,5670.0,q1_q17_dr25_tce,0.9528093771381452
K00875.01,Kepler-1729 b,CANDIDATE → CONFIRMED,4.220965778,2.62,29.68,3837.0,q1_q17_dr25_tce,0.9608075450487273
K00892.02,Kepler-716 c,CANDIDATE → CONFIRMED,3.96996298,1.78,229.37,5121.0,q1_q17_dr25_tce,0.9719779490976501
K00900.01,Kepler-1730 b,CANDIDATE → CONFIRMED,13.81020318,4.56,113.75,5942.0,q1_q17_dr25_tce,0.9064130974136527
K00145.01,,CANDIDATE → FALSE POSITIVE,102.9641952,39.0,95.4,5047.0,q1_q17_dr25_tce,0.6152854273525021
K01170.01,Kepler-1739 b,CANDIDATE → CONFIRMED,7.34373964,1.84,117.5,5757.0,q1_q17_dr25_tce,0.9566090743918524
K00970.01,,FALSE POSITIVE → CANDIDATE,3.9886021,34.39,23135.72,4813.0,q1_q17_dr25_tce,0.18038569905312918
K00972.01,,CANDIDATE → CONFIRMED,13.118962443,8.25,2310.43,7221.0,q1_q17_dr25_tce,0.9675389909454033
K00972.02,,FALSE POSITIVE → CANDIDATE,7.82187328,2.78,4601.71,7221.0,q1_q17_dr25_tce,0.8417422902655851
K01051.01,Kepler-1734 b,CANDIDATE → CONFIRMED,6.79685353,2.01,222.91,6061.0,q1_q17_dr25_tce,0.9208927633662551
K00977.01,,CANDIDATE → FALSE POSITIVE,1.353771892,430.99,136609.48,4283.0,q1_q17_dr25_tce,0.011798032352585475
K00134.01,,FALSE POSITIVE → CONFIRMED,67.5923754,12.1,28.2,6038.0,q1_q17_dr25_tce,0.8770556826073841
K01112.01,Kepler-1736 b,CANDIDATE → CONFIRMED,37.8102649,2.33,24.27,6085.0,q1_q17_dr25_tce,0.9797176537420855
K00984.01,Kepler-1973 b,CANDIDATE → CONFIRMED,4.28746668,2.29,186.31,5296.0,q1_q17_dr25_tce,0.9552247501375735
K01194.02,,FALSE POSITIVE → CANDIDATE,14.8623076,1.57,10.08,4362.0,q1_q17_dr25_tce,0.9603616611367831
K01058.01,,CANDIDATE → FALSE POSITIVE,5.670155713,5.85,3.21,3337.0,q1_q17_dr25_tce,0.3185539090127852
K01201.01,Kepler-1741 b,CANDIDATE → CONFIRMED,2.757584622,1.01,33.79,3683.0,q1_q17_dr25_tce,0.9761027273287171
K01064.01,,CANDIDATE → FALSE POSITIVE,1.187352427,67.35,6067.3,6424.0,q1_q17_dr25_tce,0.2584949451064953
K01191.01,Kepler-1740 b,CANDIDATE → CONFIRMED,8.17242644,3.29,127.95,5705.0,q1_q17_dr25_tce,0.922903640385597
K01075.01,,CANDIDATE → FALSE POSITIVE,1.343767797,18.66,11675.38,6324.0,q1_q17_dr25_tce,0.7232894637395058
K01140.01,,CANDIDATE → FALSE POSITIVE,0.553261874,97.36,43709.08,5679.0,q1_q17_dr25_tce,0.290568370780907
K00944.01,,CANDIDATE → FALSE POSITIVE,3.108251172,4.43,340.69,5330.0,q1_q17_dr25_tce,0.8205858074854242
K00945.01,Kepler-1666 b,CANDIDATE → CONFIRMED,25.8474958,2.4,48.23,6297.0,q1_q17_dr25_tce,0.9560926900821998
K00945.02,Kepler-1666 c,CANDIDATE → CONFIRMED,40.715561,2.7,26.34,6297.0,q1_q17_dr25_tce,0.9549546602640987
K01081.01,,FALSE POSITIVE → CANDIDATE,9.95639775,28.15,158.42,6161.0,q1_q17_dr25_tce,0.08510809911212872
K01082.01,Kepler-763 d,CANDIDATE → CONFIRMED,6.50327035,1.67,98.81,4999.0,q1_q17_dr25_tce,0.9487901713885811
K01082.02,Kepler-763 c,CANDIDATE → CONFIRMED,4.09667624,1.42,182.9,4999.0,q1_q17_dr25_tce,0.960347462756041
K00130.01,,CANDIDATE → FALSE POSITIVE,34.193600311,21.95,86.74,6129.0,q1_q17_dr25_tce,0.5115521220755093
K00143.01,,CANDIDATE → FALSE POSITIVE,22.65117451,7.62,126.57,6968.0,q1_q17_dr25_tce,0.4732128198168558
K01085.01,Kepler-1735 b,CANDIDATE → CONFIRMED,7.71790675,0.9,15.01,3975.0,q1_q17_dr25_tce,0.9353693771552057
K01089.02,Kepler-418 c,CANDIDATE → CONFIRMED,12.21828097,5.1,114.59,5822.0,q1_q17_dr25_tce,0.9375360181918707
K01159.01,Kepler-1737 b,CANDIDATE → CONFIRMED,64.617518,5.4,5.09,5043.0,q1_q17_dr25_tce,0.8472463878140185
K01029.01,Kepler-1732 b,CANDIDATE → CONFIRMED,32.3122867,4.84,56.49,5821.0,q1_q17_dr25_tce,0.9573606646033568
K01030.01,Kepler-1733 b,CANDIDATE → CONFIRMED,9.22961384,2.79,257.11,6320.0,q1_q17_dr25_tce,0.950351195117833
K00958.01,Kepler-1731 b,CANDIDATE → CONFIRMED,21.76129812,2.53,13.18,4859.0,q1_q17_dr25_tce,0.9845336496539607
K00959.01,,CANDIDATE → FALSE POSITIVE,12.713794177,2.31,0.26,2661.0,q1_q17_dr25_tce,0.9879586882953827
K01165.01,Kepler-783 c,CANDIDATE → CONFIRMED,7.053934488,2.36,117.33,5357.0,q1_q17_dr25_tce,0.9668181607223187
K01166.01,Kepler-1738 b,CANDIDATE → CONFIRMED,7.6746614,2.8,198.67,6063.0,q1_q17_dr25_tce,0.9663897177148075
K01360.03,Kepler-290 d,CANDIDATE → CONFIRMED,0.764017553,0.86,1503.79,5142.0,q1_q17_dr25_tce,0.5869956553301688
K01426.03,Kepler-297 d,CANDIDATE → CONFIRMED,150.0189511,32.6,2.62,5618.0,q1_q17_dr25_tce,0.06287498428792233
K01429.01,Kepler-1750 b,CANDIDATE → CONFIRMED,205.912735,4.68,1.85,5644.0,q1_q17_dr25_tce,0.9563616859240196
K01251.01,,FALSE POSITIVE → CANDIDATE,0.576078683,23.23,3647.63,5693.0,q1_q17_dr25_tce,0.08945475496609923
K01311.01,Kepler-1667 b,CANDIDATE → CONFIRMED,83.5781976,6.63,43.62,6056.0,q1_q17_dr25_tce,0.9528028488171675
K01254.01,,CANDIDATE → FALSE POSITIVE,5.082722475,4.4,296.94,5780.0,q1_q17_dr25_tce,0.7000981578957222
K01255.01,,FALSE POSITIVE → CANDIDATE,78.9257421,11.9,5.94,5750.0,q1_q17_dr25_tce,0.842320747839018
K01316.01,Kepler-1743 b,CANDIDATE → CONFIRMED,7.64970832,1.43,404.99,5855.0,q1_q17_dr25_tce,0.9701963046519669
K01369.01,Kepler-1745 b,CANDIDATE → CONFIRMED,3.016182013,2.25,1044.49,5611.0,q1_q17_dr25_tce,0.9289703098728588
K01437.01,Kepler-1751 b,CANDIDATE → CONFIRMED,7.01733571,1.61,221.46,6052.0,q1_q17_dr25_tce,0.8555083585767446
K01258.03,Kepler-281 d,CANDIDATE → CONFIRMED,148.272013,4.3,2.51,5717.0,q1_q17_dr25_tce,0.9446086989481919
K01375.01,Kepler-1746 b,CANDIDATE → CONFIRMED,321.2124365,7.25,2.17,6018.0,q1_q17_dr25_tce,0.96496678730206
K01261.02,Kepler-799 c,CANDIDATE → CONFIRMED,15.19423359,3.69,150.25,5588.0,q1_q17_dr25_tce,0.9742474451414664
K01448.01,,CANDIDATE → FALSE POSITIVE,2.48658617,24.39,1077.69,5892.0,q1_q17_dr25_tce,0.32630669011265734
K01455.01,,FALSE POSITIVE → CANDIDATE,15.068060768,16.43,71.78,5982.0,q1_q17_dr25_tce,0.05942766359115824
K01276.01,Kepler-1991 c,CANDIDATE → CONFIRMED,22.79020351,2.57,38.27,5478.0,q1_q17_dr25_tce,0.9837636826435362
K01276.02,Kepler-1991 b,CANDIDATE → CONFIRMED,13.26079792,1.47,78.79,5478.0,q1_q17_dr25_tce,0.9729576073446952
K01336.04,Kepler-58 e,CANDIDATE → CONFIRMED,4.45814897,1.61,511.6,6100.0,q1_q17_dr25_tce,0.8041252691651245
K01395.01,Kepler-1747 b,CANDIDATE → CONFIRMED,6.230335,3.7,138.33,5477.0,q1_q17_dr25_tce,0.9792341227120283
K01398.01,Kepler-1748 b,CANDIDATE → CONFIRMED,5.82348911,3.0,196.33,5774.0,q1_q17_dr25_tce,0.9724831043497317
K01281.01,Kepler-1742 b,CANDIDATE → CONFIRMED,49.4781446,1.88,10.73,5776.0,q1_q17_dr25_tce,0.9448561095400019
K01408.01,Kepler-1749 b,CANDIDATE → CONFIRMED,14.53410833,1.36,7.34,3957.0,q1_q17_dr25_tce,0.9872137959273157
K00160.01,,CANDIDATE → FALSE POSITIVE,13.73808249,3.84,163.52,6375.0,q1_q17_dr25_tce,0.7326640404752229
K01225.01,,FALSE POSITIVE → CANDIDATE,1.714274727,25.0,110.02,3874.0,q1_q17_dr25_tce,0.18739123701026011
K01296.01,,CANDIDATE → FALSE POSITIVE,2.380862632,21.65,1133.0,5821.0,q1_q17_dr25_tce,0.3940889520000771
K01358.01,Kepler-1987 d,CANDIDATE → CONFIRMED,5.644914154,2.66,72.38,4769.0,q1_q17_dr25_tce,0.9765091307129585
K01358.02,Kepler-1987 e,CANDIDATE → CONFIRMED,8.74292005,1.92,40.33,4769.0,q1_q17_dr25_tce,0.9507816110492663
K01358.03,Kepler-1987 c,CANDIDATE → CONFIRMED,3.64830183,1.33,129.44,4769.0,q1_q17_dr25_tce,0.9701341471123404
K01358.04,Kepler-1987 b,CANDIDATE → CONFIRMED,2.345863002,1.23,233.38,4769.0,q1_q17_dr25_tce,0.9297783499969734
K01359.01,Kepler-1744 b,CANDIDATE → CONFIRMED,37.1011418,3.19,18.95,5986.0,q1_q17_dr25_tce,0.9839688266438739
K01602.01,Kepler-1758 b,CANDIDATE → CONFIRMED,9.97716876,2.53,263.89,5557.0,q1_q17_dr25_tce,0.9712868118342691
K01715.01,Kepler-1766 b,CANDIDATE → CONFIRMED,105.0145774,2.29,6.44,5868.0,q1_q17_dr25_tce,0.9576621470002482
K01489.01,Kepler-1753 b,CANDIDATE → CONFIRMED,16.00460392,2.24,27.41,5180.0,q1_q17_dr25_tce,0.9708496172618971
K01720.01,Kepler-1767 b,CANDIDATE → CONFIRMED,59.6585348,3.59,5.66,5243.0,q1_q17_dr25_tce,0.9064788049716347
K01494.01,Kepler-1754 b,CANDIDATE → CONFIRMED,8.19596647,2.04,48.2,4723.0,q1_q17_dr25_tce,0.955998277466074
K01560.01,,FALSE POSITIVE → CANDIDATE,31.56904354,11.18,25.83,5654.0,q1_q17_dr25_tce,0.6868245468508244
K01728.01,,CANDIDATE → FALSE POSITIVE,12.7319385,70.11,405.75,7238.0,q1_q17_dr25_tce,0.04850044482678245
K01498.02,Kepler-864 c,CANDIDATE → CONFIRMED,2.42150341,1.62,1305.04,6213.0,q1_q17_dr25_tce,0.45443652531811424
K01499.03,Kepler-865 c,CANDIDATE → CONFIRMED,6.20920207,0.89,164.98,5440.0,q1_q17_dr25_tce,0.9540118178396764
K01563.03,Kepler-305 e,CANDIDATE → CONFIRMED,3.20539622,1.7,236.11,5103.0,q1_q17_dr25_tce,0.9422935767487766
K01230.01,,CANDIDATE → FALSE POSITIVE,165.739861,57.54,54.1,5019.0,q1_q17_dr25_tce,0.5696234451109813
K01627.02,Kepler-913 c,CANDIDATE → CONFIRMED,5.93919041,3.7,801.92,6068.0,q1_q17_dr25_tce,0.9365872394450613
K01738.01,Kepler-1671 b,CANDIDATE → CONFIRMED,4.16787814,1.07,202.48,5251.0,q1_q17_dr25_tce,0.9860652702381043
K01747.01,,CANDIDATE → FALSE POSITIVE,20.55848388,36.9,35.76,5578.0,q1_q17_dr25_tce,0.7735850934759547
K01773.01,,FALSE POSITIVE → CANDIDATE,83.09708021,13.83,2.78,5286.0,q1_q17_dr25_tce,0.06220136618487791
K00182.01,,CANDIDATE → FALSE POSITIVE,3.479425638,12.86,435.85,5907.0,q1_q17_dr25_tce,0.5450589329091364
K01573.01,Kepler-1755 b,CANDIDATE → CONFIRMED,24.81097206,4.22,37.43,6086.0,q1_q17_dr25_tce,0.9842356557759133
K01646.01,Kepler-1759 b,CANDIDATE → CONFIRMED,3.72020708,0.99,195.7,5017.0,q1_q17_dr25_tce,0.9447497275056771
K01754.01,Kepler-1768 b,CANDIDATE → CONFIRMED,15.13590453,2.57,179.16,6050.0,q1_q17_dr25_tce,0.9682135416337364
K01648.01,Kepler-1760 b,CANDIDATE → CONFIRMED,38.3262237,2.43,12.56,5229.0,q1_q17_dr25_tce,0.9618162806737168
K01649.01,Kepler-1761 b,CANDIDATE → CONFIRMED,4.04355245,1.75,33.34,3871.0,q1_q17_dr25_tce,0.9064672897065524
K01761.01,,CANDIDATE → FALSE POSITIVE,10.12742274,3.8,208.77,6392.0,q1_q17_dr25_tce,0.9239816547102423
K00177.01,Kepler-1711 b,CANDIDATE → CONFIRMED,21.06075303,1.78,47.39,5706.0,q1_q17_dr25_tce,0.9821248363730796
K01581.01,Kepler-896 c,CANDIDATE → CONFIRMED,29.5422566,3.15,16.56,5510.0,q1_q17_dr25_tce,0.3850564891550465
K01659.01,Kepler-1762 b,CANDIDATE → CONFIRMED,29.5390897,2.51,61.49,6572.0,q1_q17_dr25_tce,0.9390993703278208
K01587.01,,FALSE POSITIVE → CANDIDATE,52.971584,29.02,6.19,5204.0,q1_q17_dr25_tce,0.15133166232507073
K01465.01,,FALSE POSITIVE → CANDIDATE,9.771462706,10.15,96.39,5812.0,q1_q17_dr25_tce,0.6110717113741478
K00191.02,Kepler-487 d,CANDIDATE → CONFIRMED,2.418406841,2.25,535.84,5422.0,q1_q17_dr25_tce,0.983350058587726
K01470.01,Kepler-1668 b,CANDIDATE → CONFIRMED,15.43400996,4.3,63.79,5900.0,q1_q17_dr25_tce,0.9617668424740045
K01539.01,,CANDIDATE → FALSE POSITIVE,2.819453322,29.8,803.4,5767.0,q1_q17_dr25_tce,0.24666122333955562
K00185.01,,FALSE POSITIVE → CANDIDATE,23.210509958,21.19,29.69,5875.0,q1_q17_dr25_tce,0.0471541953370347
K01590.02,Kepler-1756 b,CANDIDATE → CONFIRMED,2.35574505,1.34,338.4,4915.0,q1_q17_dr25_tce,0.9264382235046982
K01591.01,Kepler-1757 b,CANDIDATE → CONFIRMED,19.65639342,2.83,21.5,5288.0,q1_q17_dr25_tce,0.95509376880031
K01685.01,Kepler-1764 b,CANDIDATE → CONFIRMED,70.468171,3.46,16.17,6461.0,q1_q17_dr25_tce,0.9483658071125012
K01475.01,Kepler-1669 c,CANDIDATE → CONFIRMED,1.609321941,1.57,199.28,4224.0,q1_q17_dr25_tce,0.9438574332912392
K01475.02,Kepler-1669 b,CANDIDATE → CONFIRMED,9.51220046,1.99,18.66,4224.0,q1_q17_dr25_tce,0.9685342794197472
K01475.03,Kepler-1669 d,CANDIDATE → CONFIRMED,4.72941177,1.22,47.3,4224.0,q1_q17_dr25_tce,0.9445898796176158
K01541.01,,CANDIDATE → FALSE POSITIVE,2.379282197,25.74,1442.19,6392.0,q1_q17_dr25_tce,0.21885901962314006
K01693.01,,CANDIDATE → FALSE POSITIVE,3.403743926,10.77,346.98,5596.0,q1_q17_dr25_tce,0.3554553992630928
K01701.01,,CANDIDATE → FALSE POSITIVE,2.43902575,2.61,6700.04,6546.0,q1_q17_dr25_tce,0.2727007201918974
K01476.01,Kepler-1752 b,CANDIDATE → CONFIRMED,56.3587987,5.04,7.29,5446.0,q1_q17_dr25_tce,0.6499072771894192
K01545.01,,CANDIDATE → FALSE POSITIVE,5.910371418,12.62,290.83,6200.0,q1_q17_dr25_tce,0.9280912319260839
K01704.01,Kepler-1765 b,CANDIDATE → CONFIRMED,10.4188915,3.17,126.48,5692.0,q1_q17_dr25_tce,0.9848887811832451
K01705.01,Kepler-1670 b,CANDIDATE → CONFIRMED,20.4998763,2.8,67.67,6249.0,q1_q17_dr25_tce,0.937418239021393
K01549.01,,FALSE POSITIVE → CANDIDATE,29.481061268,16.61,25.1,5631.0,q1_q17_dr25_tce,0.14501443546020024
K01599.01,Kepler-1659 c,CANDIDATE → CONFIRMED,20.4074846,2.9,44.8,5823.0,q1_q17_dr25_tce,0.8176440685664244
K01892.01,Kepler-1674 b,CANDIDATE → CONFIRMED,62.5613879,3.54,7.13,5662.0,q1_q17_dr25_tce,0.9616882525946362
K02037.01,Kepler-1995 b,CANDIDATE → CONFIRMED,73.7578875,4.28,4.66,5029.0,q1_q17_dr25_tce,0.9799904495576772
K01831.03,Kepler-324 d,CANDIDATE → CONFIRMED,34.205785079,1.1,11.67,5191.0,q1_q17_dr25_tce,0.9369951517499446
K01831.04,Kepler-324 e,CANDIDATE → CONFIRMED,13.97945055,1.97,38.44,5191.0,q1_q17_dr25_tce,0.9450113403979545
K01897.01,Kepler-1774 b,CANDIDATE → CONFIRMED,59.7711433,3.17,17.53,6214.0,q1_q17_dr25_tce,0.9680302635688456
K01968.01,Kepler-1778 b,CANDIDATE → CONFIRMED,10.08744556,3.15,186.14,6310.0,q1_q17_dr25_tce,0.9465381448986047
K01969.01,Kepler-1779 b,CANDIDATE → CONFIRMED,16.34355902,3.26,67.34,5730.0,q1_q17_dr25_tce,0.9766352602564016
K02039.01,Kepler-1067 c,CANDIDATE → CONFIRMED,5.42586901,1.48,211.66,5594.0,q1_q17_dr25_tce,0.9763306496692516
K02040.01,Kepler-1785 b,CANDIDATE → CONFIRMED,19.58561177,3.09,46.51,5618.0,q1_q17_dr25_tce,0.9545154907497937
K01901.01,Kepler-1775 b,CANDIDATE → CONFIRMED,85.6542476,3.56,17.51,5818.0,q1_q17_dr25_tce,0.9730694307019195
K02043.01,Kepler-1786 b,CANDIDATE → CONFIRMED,78.5461106,3.55,14.85,5808.0,q1_q17_dr25_tce,0.9937124264732529
K01974.01,Kepler-1780 b,CANDIDATE → CONFIRMED,109.4450597,3.04,3.14,5403.0,q1_q17_dr25_tce,0.9775996200908468
K01842.01,Kepler-1770 b,CANDIDATE → CONFIRMED,16.84183355,3.08,56.43,5602.0,q1_q17_dr25_tce,0.9837518359551776
K01982.01,Kepler-1781 b,CANDIDATE → CONFIRMED,4.88753111,2.45,239.11,5568.0,q1_q17_dr25_tce,0.958707636843017
K02060.01,Kepler-1788 b,CANDIDATE → CONFIRMED,2.800111267,2.13,197.81,4786.0,q1_q17_dr25_tce,0.9726107997490201
K01845.02,Kepler-975 c,CANDIDATE → CONFIRMED,5.05821338,10.69,439.8,4883.0,q1_q17_dr25_tce,0.8004611738105161
K01984.01,Kepler-1677 b,CANDIDATE → CONFIRMED,22.06402,2.67,60.81,6232.0,q1_q17_dr25_tce,0.9632352491341334
K01985.01,Kepler-1782 b,CANDIDATE → CONFIRMED,5.756245244,2.24,84.16,4931.0,q1_q17_dr25_tce,0.9858742543724064
K02056.01,Kepler-1787 b,CANDIDATE → CONFIRMED,39.3135699,2.07,20.04,6060.0,q1_q17_dr25_tce,0.9762248965510653
K01857.01,Kepler-1771 b,CANDIDATE → CONFIRMED,88.6440015,2.51,5.51,5661.0,q1_q17_dr25_tce,0.9810204490623282
K01917.01,Kepler-1776 b,CANDIDATE → CONFIRMED,35.01190875,2.97,31.35,5872.0,q1_q17_dr25_tce,0.9833988489293009
K02001.01,Kepler-1783 b,CANDIDATE → CONFIRMED,8.27745764,2.46,331.35,5129.0,q1_q17_dr25_tce,0.857420915831381
K02066.01,Kepler-1678 b,CANDIDATE → CONFIRMED,147.97391,3.33,2.78,5578.0,q1_q17_dr25_tce,0.9823833960783649
K01860.03,Kepler-416 d,CANDIDATE → CONFIRMED,3.07644709,1.61,583.25,5670.0,q1_q17_dr25_tce,0.9279490181503691
K01924.01,,CANDIDATE → FALSE POSITIVE,2.11913005,1.35,4512.1,5799.0,q1_q17_dr25_tce,0.15777005653111376
K01928.01,Kepler-1675 b,CANDIDATE → CONFIRMED,63.0380366,2.59,11.1,5798.0,q1_q17_dr25_tce,0.9742420155599496
K01783.01,Kepler-1662 b,CANDIDATE → CONFIRMED,134.4785189,10.52,6.81,5791.0,q1_q17_dr25_tce,0.8729550715891315
K01863.01,Kepler-1673 b,CANDIDATE → CONFIRMED,33.7888028,2.71,33.01,6202.0,q1_q17_dr25_tce,0.9819678254939891
K01864.01,Kepler-1772 b,CANDIDATE → CONFIRMED,3.215109385,1.54,421.21,5541.0,q1_q17_dr25_tce,0.7825992480996911
K00210.01,,FALSE POSITIVE → CANDIDATE,20.92735802,17.36,69.08,6126.0,q1_q17_dr25_tce,0.11465531206101379
K02014.01,,CANDIDATE → FALSE POSITIVE,2.466070972,24.3,595.8,5708.0,q1_q17_dr25_tce,0.12860924173524527
K01871.01,Kepler-1996 c,CANDIDATE → CONFIRMED,92.7297248,2.81,1.38,4580.0,q1_q17_dr25_tce,0.9762791949939666
K01942.01,Kepler-1978 b,CANDIDATE → CONFIRMED,10.84969477,2.67,49.3,5251.0,q1_q17_dr25_tce,0.9792515522350336
K01944.01,Kepler-1777 b,CANDIDATE → CONFIRMED,12.18420006,2.59,106.52,5771.0,q1_q17_dr25_tce,0.9737741385689613
K02023.01,Kepler-1784 b,CANDIDATE → CONFIRMED,13.59051547,2.4,64.8,5442.0,q1_q17_dr25_tce,0.9824754528989728
K01808.01,Kepler-1769 b,CANDIDATE → CONFIRMED,89.1935737,3.81,12.83,6071.0,q1_q17_dr25_tce,0.9861583621500121
K01878.01,Kepler-1773 b,CANDIDATE → CONFIRMED,40.80957343,3.44,35.68,6183.0,q1_q17_dr25_tce,0.9466843888110511
K01884.01,,FALSE POSITIVE → CANDIDATE,23.11707222,4.37,21.26,5275.0,q1_q17_dr25_tce,0.9306010435096507
K01822.01,Kepler-1672 b,CANDIDATE → CONFIRMED,150.8783198,4.37,7.56,5504.0,q1_q17_dr25_tce,0.9825194221536119
K01889.02,Kepler-1001 c,CANDIDATE → CONFIRMED,9.18189122,2.17,98.61,5741.0,q1_q17_dr25_tce,0.8668842269728694
K02250.01,Kepler-1814 b,CANDIDATE → CONFIRMED,2.935362067,3.15,258.48,4922.0,q1_q17_dr25_tce,0.9756011592369653
K00239.02,Kepler-501 c,CANDIDATE → CONFIRMED,3.62275506,1.62,683.84,5794.0,q1_q17_dr25_tce,0.9835316604814202
K02174.02,Kepler-1802 c,CANDIDATE → CONFIRMED,33.1362861,2.05,3.86,4245.0,q1_q17_dr25_tce,0.934387542557068
K02174.03,Kepler-1802 b,CANDIDATE → CONFIRMED,7.72513619,1.71,26.91,4245.0,q1_q17_dr25_tce,0.9552323775898639
K02259.01,Kepler-1815 b,CANDIDATE → CONFIRMED,12.19140405,2.46,80.01,5516.0,q1_q17_dr25_tce,0.984970422297833
K02343.01,,FALSE POSITIVE → CANDIDATE,29.0726293,2.32,33.69,5799.0,q1_q17_dr25_tce,0.9560081379716798
K02106.01,Kepler-1679 b,CANDIDATE → CONFIRMED,9.75374033,1.87,103.3,5806.0,q1_q17_dr25_tce,0.9051272081414137
K02263.01,Kepler-1165 c,CANDIDATE → CONFIRMED,29.9685917,1.91,40.76,6249.0,q1_q17_dr25_tce,0.9552016100147249
K02181.01,Kepler-1804 b,CANDIDATE → CONFIRMED,12.2885046,3.22,164.61,5109.0,q1_q17_dr25_tce,0.9636633601532504
K02272.01,,FALSE POSITIVE → CANDIDATE,1.34145255,1.31,19568.74,7495.0,q1_q17_dr25_tce,0.047610625735270834
K02351.01,Kepler-1828 b,CANDIDATE → CONFIRMED,10.27380957,1.68,96.27,5806.0,q1_q17_dr25_tce,0.885473473755885
K02352.03,Kepler-381 d,CANDIDATE → CONFIRMED,8.2562857,1.49,874.56,6197.0,q1_q17_dr25_tce,0.8599878052751281
K02117.01,Kepler-1795 b,CANDIDATE → CONFIRMED,13.36019864,1.84,17.3,4500.0,q1_q17_dr25_tce,0.9741596592682
K02191.01,Kepler-1805 b,CANDIDATE → CONFIRMED,8.84784273,1.15,12.48,3867.0,q1_q17_dr25_tce,0.9789395373883277
K02358.01,Kepler-1830 b,CANDIDATE → CONFIRMED,56.4931698,4.43,50.79,6160.0,q1_q17_dr25_tce,0.969989207002603
K02361.01,Kepler-1831 b,CANDIDATE → CONFIRMED,5.78387049,2.07,288.69,6063.0,q1_q17_dr25_tce,0.9617173674791143
K02120.01,Kepler-1680 b,CANDIDATE → CONFIRMED,8.77425786,1.75,83.63,5146.0,q1_q17_dr25_tce,0.9747963073113088
K02123.01,Kepler-1796 b,CANDIDATE → CONFIRMED,29.4557841,2.19,30.3,6036.0,q1_q17_dr25_tce,0.9715028335390861
K02125.01,Kepler-1797 b,CANDIDATE → CONFIRMED,23.3593589,2.98,51.68,6244.0,q1_q17_dr25_tce,0.9387572403029301
K02204.01,Kepler-1807 b,CANDIDATE → CONFIRMED,10.86062378,2.09,356.24,6455.0,q1_q17_dr25_tce,0.8523655756794905
K02353.01,Kepler-1829 b,CANDIDATE → CONFIRMED,5.186737262,2.4,129.37,5230.0,q1_q17_dr25_tce,0.9573375846574546
K02130.01,Kepler-1798 b,CANDIDATE → CONFIRMED,16.85592593,1.7,6.52,3967.0,q1_q17_dr25_tce,0.949729057114935
K02132.01,Kepler-1681 b,CANDIDATE → CONFIRMED,69.8956789,3.04,8.99,5390.0,q1_q17_dr25_tce,0.9880936109120295
K02290.01,Kepler-1816 b,CANDIDATE → CONFIRMED,91.500873,1.82,2.18,5051.0,q1_q17_dr25_tce,0.9741362553125114
K02291.01,Kepler-1817 b,CANDIDATE → CONFIRMED,44.2993483,2.68,10.85,5316.0,q1_q17_dr25_tce,0.9813970088131038
K02363.01,Kepler-1832 b,CANDIDATE → CONFIRMED,3.13877646,0.97,257.32,5242.0,q1_q17_dr25_tce,0.9365772999216138
K02364.01,,FALSE POSITIVE → CANDIDATE,5.24242029,3.86,825.0,5383.0,q1_q17_dr25_tce,0.7703194819288169
K02367.01,Kepler-1833 b,CANDIDATE → CONFIRMED,6.89213244,1.35,454.45,6164.0,q1_q17_dr25_tce,0.9095856577688801
K02216.01,Kepler-1808 b,CANDIDATE → CONFIRMED,23.34036251,2.21,30.94,5530.0,q1_q17_dr25_tce,0.9655822979576612
K02293.01,Kepler-1683 b,CANDIDATE → CONFIRMED,15.03366411,1.7,47.32,5523.0,q1_q17_dr25_tce,0.9775285305761627
K02219.01,Kepler-1809 b,CANDIDATE → CONFIRMED,3.757294695,1.23,139.89,4901.0,q1_q17_dr25_tce,0.9267421118465697
K02297.01,Kepler-1818 b,CANDIDATE → CONFIRMED,4.64495172,1.38,504.23,6047.0,q1_q17_dr25_tce,0.9490383150313666
